[2024-03-21 19:54:40] [world] The Player <Mudkips_Rule> has collected WATER BUCKET at X= -1153, Y= 64, Z= -434
[2024-03-22 14:28:10] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999956, Y= 9, Z= 2999973
[2024-03-22 14:28:18] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999956, Y= 8, Z= 2999972
[2024-03-22 14:28:34] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 2999956, Y= 13, Z= 2999974
[2024-03-22 14:28:34] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999955, Y= 10, Z= 2999975
[2024-03-22 14:28:45] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999955, Y= 10, Z= 2999977
[2024-03-22 14:28:58] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999956, Y= 9, Z= 2999973
[2024-03-22 14:29:02] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999957, Y= 11, Z= 2999975
[2024-03-22 14:29:07] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999957, Y= 11, Z= 2999975
[2024-03-22 14:29:15] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999957, Y= 12, Z= 2999974
[2024-03-22 14:31:01] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1563, Y= 69, Z= -117
[2024-03-22 14:32:26] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999995, Y= 16, Z= 2999980
[2024-03-22 14:33:19] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 3000019, Y= 17, Z= 2999973
[2024-03-22 14:35:05] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= -647, Y= 62, Z= -798
[2024-03-22 14:35:28] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= -2999989, Y= 9, Z= -2999994
[2024-03-22 14:35:33] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= -2999989, Y= 10, Z= -2999995
[2024-03-22 14:35:44] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= -2999989, Y= 12, Z= -2999992
[2024-03-22 14:37:16] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= -2999942, Y= 16, Z= -3000020
[2024-03-22 14:38:43] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= -2999964, Y= 18, Z= -2999988
[2024-03-22 14:41:02] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 999998, Y= 10, Z= 1000000
[2024-03-22 14:41:10] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1556, Y= 75, Z= -120
[2024-03-22 14:41:14] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1554, Y= 68, Z= -109
[2024-03-22 14:41:17] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 999998, Y= 7, Z= 1000000
[2024-03-22 14:41:26] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1537, Y= 68, Z= -110
[2024-03-22 14:43:35] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1540, Y= 50, Z= -115
[2024-03-22 14:44:00] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1556, Y= 75, Z= -119
[2024-03-22 14:44:02] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1557, Y= 75, Z= -120
[2024-03-22 14:44:06] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1557, Y= 75, Z= -120
[2024-03-22 14:44:11] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 499999, Y= 11, Z= 499999
[2024-03-22 14:44:14] [world] The Player <character> has collected WATER BUCKET at X= -369, Y= 87, Z= -58
[2024-03-22 14:44:24] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 499999, Y= 11, Z= 500006
[2024-03-22 14:44:29] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 499999, Y= 11, Z= 500013
[2024-03-22 14:44:33] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 499995, Y= 11, Z= 500018
[2024-03-22 14:51:07] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 59, Z= 1000010
[2024-03-22 15:26:34] [world_the_end] The Player <hexa> has collected WATER BUCKET at X= -57, Y= 44, Z= 14
[2024-03-22 15:28:01] [world_the_end] The Player <hexa> has collected WATER BUCKET at X= -46, Y= 41, Z= -5
[2024-03-22 15:36:13] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1556, Y= 75, Z= -119
[2024-03-22 15:36:15] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1557, Y= 75, Z= -119
[2024-03-22 15:36:26] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1557, Y= 75, Z= -120
[2024-03-22 15:36:53] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1557, Y= 76, Z= -127
[2024-03-22 15:37:00] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:37:11] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1558, Y= 76, Z= -128
[2024-03-22 15:37:13] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -125
[2024-03-22 15:37:25] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -123
[2024-03-22 15:37:26] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:37:51] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1556, Y= 76, Z= -127
[2024-03-22 15:37:52] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1557, Y= 76, Z= -127
[2024-03-22 15:37:59] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:38:00] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:38:12] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -125
[2024-03-22 15:38:14] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:38:17] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:38:19] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:43:01] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:43:02] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:43:14] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 15:47:06] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 999998, Y= 8, Z= 999998
[2024-03-22 15:47:24] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 999998, Y= 10, Z= 1000000
[2024-03-22 15:47:25] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 999998, Y= 10, Z= 1000000
[2024-03-22 15:47:34] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 999998, Y= 10, Z= 1000000
[2024-03-22 15:48:37] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 1000001, Y= 16, Z= 999999
[2024-03-22 15:50:04] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1545, Y= 70, Z= -116
[2024-03-22 15:50:08] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1545, Y= 70, Z= -117
[2024-03-22 15:50:10] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 1000001, Y= 21, Z= 999998
[2024-03-22 15:50:16] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 49, Z= 1000012
[2024-03-22 15:50:16] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 49, Z= 1000012
[2024-03-22 15:50:16] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:17] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:17] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:18] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:18] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:19] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:19] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:19] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:20] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:20] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:21] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:21] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:22] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:22] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:23] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:23] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:24] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:24] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:24] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:26] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:26] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:50:26] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 47, Z= 1000012
[2024-03-22 15:50:26] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 47, Z= 1000012
[2024-03-22 15:50:28] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 48, Z= 1000012
[2024-03-22 15:51:32] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 1000001, Y= 66, Z= 999998
[2024-03-22 15:51:44] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 1000000, Y= 70, Z= 1000004
[2024-03-22 15:53:41] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 1000004, Y= 72, Z= 1000082
[2024-03-22 15:55:14] [world] The Player <Pog4lifepeople> has collected LAVA BUCKET at X= 1000246, Y= 63, Z= 1000204
[2024-03-22 15:57:09] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 21, Z= 999999
[2024-03-22 15:57:44] [world] The Player <hexa> has collected WATER BUCKET at X= 1000062, Y= 11, Z= 999991
[2024-03-22 16:07:38] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 16:07:40] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -123
[2024-03-22 16:07:43] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 16:07:45] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -125
[2024-03-22 16:07:46] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1559, Y= 77, Z= -124
[2024-03-22 16:10:42] [world] The Player <Pog4lifepeople> has collected LAVA BUCKET at X= -551, Y= 65, Z= 308
[2024-03-22 16:10:44] [world] The Player <Pog4lifepeople> has collected LAVA BUCKET at X= -551, Y= 65, Z= 308
[2024-03-22 16:25:04] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 40000, Y= 7, Z= 40000
[2024-03-22 16:25:38] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 40001, Y= 7, Z= 40001
[2024-03-22 16:25:41] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 40001, Y= 8, Z= 40000
[2024-03-22 16:25:58] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 40004, Y= 9, Z= 39998
[2024-03-22 16:27:40] [world] The Player <Pog4lifepeople> has collected LAVA BUCKET at X= 1000562, Y= 65, Z= 1000292
[2024-03-22 16:31:40] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= -1159, Y= 48, Z= -429
[2024-03-22 16:35:54] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 1000058, Y= 14, Z= 999986
[2024-03-22 16:36:01] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 1000059, Y= 14, Z= 999987
[2024-03-22 16:36:07] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 1000061, Y= 15, Z= 999988
[2024-03-22 16:36:26] [world] The Player <hexa> has collected WATER BUCKET at X= -528, Y= 62, Z= 428
[2024-03-22 16:42:10] [world] The Player <SPADE> has collected WATER BUCKET at X= -642, Y= 62, Z= -779
[2024-03-22 16:42:19] [world] The Player <hexa> has collected WATER BUCKET at X= 1000119, Y= 64, Z= 1000001
[2024-03-22 16:43:02] [world] The Player <SPADE> has collected WATER BUCKET at X= -646, Y= 49, Z= -777
[2024-03-22 17:12:32] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:33] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:34] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:34] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:34] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:35] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:35] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:35] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:36] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:36] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:36] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:36] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:37] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:37] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:38] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:39] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:39] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:40] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:40] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:41] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:41] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:42] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:42] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:42] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:43] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:43] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:43] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:44] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:44] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:45] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:45] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:45] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:46] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:46] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:12:47] [world] The Player <Rip_WillOfTheD> has collected WATER BUCKET at X= -587, Y= 68, Z= 192
[2024-03-22 17:16:01] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= 1000521, Y= 62, Z= 1000319
[2024-03-22 17:18:38] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= 1000577, Y= 66, Z= 1000288
[2024-03-22 17:33:32] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= -646, Y= 49, Z= -777
[2024-03-22 17:33:37] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= -646, Y= 52, Z= -777
[2024-03-22 17:33:39] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= -646, Y= 53, Z= -777
[2024-03-22 17:33:41] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= -646, Y= 55, Z= -777
[2024-03-22 17:33:41] [world] The Player <stealthassasin32> has collected WATER BUCKET at X= -646, Y= 56, Z= -777
