[2024-03-28 02:17:59] [world_the_end] The Player <Heinrich_Himmler> has collected WATER BUCKET at X= -13, Y= 58, Z= -64
[2024-03-28 02:22:59] [world_the_end] The Player <Heinrich_Himmler> has collected WATER BUCKET at X= 19, Y= 20, Z= 229
[2024-03-28 02:23:04] [world_the_end] The Player <Heinrich_Himmler> has collected WATER BUCKET at X= 19, Y= 20, Z= 229
[2024-03-28 02:23:26] [world_the_end] The Player <Heinrich_Himmler> has collected WATER BUCKET at X= 26, Y= 9, Z= 242
[2024-03-28 02:24:09] [world_the_end] The Player <Heinrich_Himmler> has collected WATER BUCKET at X= 28, Y= 61, Z= 22
[2024-03-28 14:20:29] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -543, Y= 68, Z= 314
[2024-03-28 14:21:02] [world] The Player <Heinrich_Himmler> has collected WATER BUCKET at X= -807, Y= 73, Z= 655
[2024-03-28 15:19:54] [world] The Player <xcpc> has collected WATER BUCKET at X= -450, Y= 70, Z= 257
[2024-03-28 18:19:05] [world] The Player <xcpc> has collected LAVA BUCKET at X= -295, Y= 10, Z= 206
[2024-03-28 18:20:23] [world] The Player <xcpc> has collected LAVA BUCKET at X= -295, Y= 10, Z= 205
[2024-03-28 18:32:53] [world] The Player <xcpc> has collected LAVA BUCKET at X= -296, Y= 10, Z= 206
[2024-03-28 18:33:50] [world] The Player <xcpc> has collected LAVA BUCKET at X= -296, Y= 10, Z= 205
[2024-03-28 18:34:18] [world] The Player <xcpc> has collected LAVA BUCKET at X= -306, Y= 63, Z= 280
[2024-03-28 18:34:34] [world] The Player <xcpc> has collected LAVA BUCKET at X= -294, Y= 10, Z= 204
[2024-03-28 18:35:10] [world] The Player <xcpc> has collected LAVA BUCKET at X= -296, Y= 10, Z= 207
[2024-03-28 18:35:29] [world] The Player <xcpc> has collected LAVA BUCKET at X= -305, Y= 63, Z= 280
[2024-03-28 18:36:38] [world] The Player <xcpc> has collected LAVA BUCKET at X= -293, Y= 10, Z= 204
[2024-03-28 18:36:39] [world] The Player <xcpc> has collected LAVA BUCKET at X= -292, Y= 10, Z= 204
[2024-03-28 18:36:41] [world] The Player <xcpc> has collected LAVA BUCKET at X= -295, Y= 10, Z= 204
[2024-03-28 18:36:42] [world] The Player <xcpc> has collected LAVA BUCKET at X= -293, Y= 10, Z= 206
[2024-03-28 18:37:20] [world] The Player <xcpc> has collected LAVA BUCKET at X= -305, Y= 63, Z= 280
[2024-03-28 18:37:26] [world] The Player <xcpc> has collected LAVA BUCKET at X= -305, Y= 63, Z= 279
[2024-03-28 18:37:39] [world] The Player <xcpc> has collected LAVA BUCKET at X= -305, Y= 63, Z= 279
[2024-03-28 18:37:42] [world] The Player <xcpc> has collected LAVA BUCKET at X= -305, Y= 63, Z= 280
[2024-03-28 18:37:50] [world] The Player <xcpc> has collected LAVA BUCKET at X= -306, Y= 63, Z= 279
[2024-03-28 18:37:51] [world] The Player <xcpc> has collected LAVA BUCKET at X= -306, Y= 63, Z= 280
[2024-03-28 18:37:52] [world] The Player <xcpc> has collected LAVA BUCKET at X= -306, Y= 63, Z= 281
[2024-03-28 18:37:53] [world] The Player <xcpc> has collected LAVA BUCKET at X= -305, Y= 63, Z= 279
[2024-03-28 22:25:26] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 42, Y= 56, Z= -33
[2024-03-28 22:36:39] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 121, Y= 61, Z= -8
[2024-03-28 22:36:39] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 121, Y= 61, Z= -8
[2024-03-28 22:36:40] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 121, Y= 61, Z= -8
[2024-03-28 22:36:40] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 121, Y= 61, Z= -8
[2024-03-28 22:36:41] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 121, Y= 61, Z= -8
[2024-03-28 22:36:45] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 122, Y= 62, Z= -3
[2024-03-28 22:36:50] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 116, Y= 57, Z= 5
[2024-03-28 22:37:03] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 110, Y= 58, Z= 8
[2024-03-28 22:37:10] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 104, Y= 54, Z= 13
[2024-03-28 22:37:18] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 102, Y= 50, Z= 7
[2024-03-28 22:37:19] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 102, Y= 50, Z= 7
[2024-03-28 22:37:22] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 106, Y= 52, Z= -2
[2024-03-28 22:37:23] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 106, Y= 53, Z= -3
[2024-03-28 22:37:23] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 106, Y= 53, Z= -3
[2024-03-28 22:40:25] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 82, Y= 57, Z= -3
[2024-03-28 22:40:27] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 82, Y= 57, Z= -3
[2024-03-28 22:40:35] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= 82, Y= 60, Z= -3
[2024-03-28 22:50:53] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -540, Y= 68, Z= 317
[2024-03-28 23:17:45] [world] The Player <BTC> has collected WATER BUCKET at X= -883, Y= 65, Z= 844
[2024-03-28 23:18:04] [world] The Player <BTC> has collected WATER BUCKET at X= -891, Y= 71, Z= 837
[2024-03-28 23:18:06] [world] The Player <BTC> has collected WATER BUCKET at X= -891, Y= 73, Z= 837
[2024-03-28 23:18:07] [world] The Player <BTC> has collected WATER BUCKET at X= -891, Y= 75, Z= 837
[2024-03-28 23:18:08] [world] The Player <BTC> has collected WATER BUCKET at X= -891, Y= 76, Z= 837
[2024-03-28 23:18:18] [world] The Player <BTC> has collected WATER BUCKET at X= -891, Y= 81, Z= 837
[2024-03-28 23:18:23] [world] The Player <BTC> has collected WATER BUCKET at X= -891, Y= 81, Z= 837
[2024-03-28 23:24:27] [world] The Player <BTC> has collected WATER BUCKET at X= -1075, Y= 65, Z= 1338
[2024-03-29 00:22:16] [world] The Player <BTC> has collected WATER BUCKET at X= -1467, Y= 67, Z= 544
[2024-03-29 00:34:18] [world] The Player <BTC> has collected WATER BUCKET at X= -3050, Y= 29, Z= 518
[2024-03-29 00:34:25] [world] The Player <BTC> has collected WATER BUCKET at X= -3050, Y= 33, Z= 518
[2024-03-29 00:34:30] [world] The Player <BTC> has collected WATER BUCKET at X= -3050, Y= 34, Z= 518
[2024-03-29 00:34:33] [world] The Player <BTC> has collected WATER BUCKET at X= -3050, Y= 34, Z= 518
[2024-03-29 00:34:38] [world] The Player <BTC> has collected WATER BUCKET at X= -3050, Y= 34, Z= 518
[2024-03-29 00:34:47] [world] The Player <BTC> has collected WATER BUCKET at X= -3050, Y= 35, Z= 518
[2024-03-29 00:35:00] [world] The Player <BTC> has collected WATER BUCKET at X= -3050, Y= 39, Z= 518
[2024-03-29 00:50:46] [world] The Player <BTC> has collected WATER BUCKET at X= -3679, Y= 11, Z= 311
[2024-03-29 00:50:47] [world] The Player <BTC> has collected WATER BUCKET at X= -3680, Y= 10, Z= 312
[2024-03-29 00:53:45] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10264, Y= 62, Z= 4061
[2024-03-29 00:53:46] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10264, Y= 62, Z= 4061
[2024-03-29 00:53:47] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10264, Y= 62, Z= 4061
[2024-03-29 03:14:21] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10225, Y= 61, Z= 4062
[2024-03-29 03:14:24] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10226, Y= 64, Z= 4059
[2024-03-29 03:15:22] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10154, Y= 67, Z= 4022
[2024-03-29 03:36:06] [world] The Player <BTC> has collected WATER BUCKET at X= -660, Y= 76, Z= 339
[2024-03-29 03:44:34] [world] The Player <BTC> has collected WATER BUCKET at X= -3573, Y= 9, Z= 152
[2024-03-29 03:48:00] [world] The Player <BTC> has collected WATER BUCKET at X= -3553, Y= 5, Z= 238
[2024-03-29 03:56:10] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -521, Y= 64, Z= 323
[2024-03-29 04:01:57] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -546, Y= 70, Z= 361
[2024-03-29 13:20:51] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -42, Y= 61, Z= -3
[2024-03-29 13:20:55] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -42, Y= 63, Z= -3
[2024-03-29 13:21:04] [world_the_end] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -42, Y= 65, Z= -6
[2024-03-29 17:23:58] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10032, Y= 69, Z= 4071
[2024-03-29 17:24:02] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10029, Y= 68, Z= 4081
[2024-03-29 17:25:44] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10079, Y= 62, Z= 4089
[2024-03-29 17:26:39] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10091, Y= 68, Z= 4094
[2024-03-29 17:34:36] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10194, Y= 64, Z= 3977
[2024-03-29 17:34:53] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10195, Y= 64, Z= 3976
[2024-03-29 17:35:22] [world] The Player <GolemDaWanderer> has collected WATER BUCKET at X= -10192, Y= 63, Z= 3990
[2024-03-29 19:27:38] [world] The Player <xcpc> has collected LAVA BUCKET at X= -294, Y= 10, Z= 206
[2024-03-29 19:27:39] [world] The Player <xcpc> has collected LAVA BUCKET at X= -294, Y= 10, Z= 205
[2024-03-29 23:24:57] [world] The Player <xcpc> has collected WATER BUCKET at X= -267, Y= 15, Z= 225
[2024-03-29 23:31:50] [world] The Player <xcpc> has collected WATER BUCKET at X= -268, Y= 10, Z= 228
[2024-03-29 23:32:04] [world] The Player <xcpc> has collected WATER BUCKET at X= -269, Y= 10, Z= 227
[2024-03-29 23:32:10] [world] The Player <xcpc> has collected WATER BUCKET at X= -269, Y= 9, Z= 227
[2024-03-29 23:32:54] [world] The Player <xcpc> has collected WATER BUCKET at X= -272, Y= 10, Z= 225
[2024-03-29 23:32:57] [world] The Player <xcpc> has collected WATER BUCKET at X= -272, Y= 10, Z= 225
[2024-03-29 23:33:18] [world] The Player <xcpc> has collected WATER BUCKET at X= -270, Y= 10, Z= 229
[2024-03-29 23:33:37] [world] The Player <xcpc> has collected WATER BUCKET at X= -271, Y= 9, Z= 225
[2024-03-29 23:33:43] [world] The Player <xcpc> has collected WATER BUCKET at X= -271, Y= 9, Z= 225
[2024-03-29 23:33:54] [world] The Player <xcpc> has collected WATER BUCKET at X= -270, Y= 9, Z= 226
[2024-03-29 23:34:08] [world] The Player <xcpc> has collected WATER BUCKET at X= -276, Y= 12, Z= 224
[2024-03-29 23:35:06] [world] The Player <xcpc> has collected WATER BUCKET at X= -277, Y= 10, Z= 226
[2024-03-29 23:35:34] [world] The Player <xcpc> has collected WATER BUCKET at X= -274, Y= 9, Z= 225
[2024-03-29 23:35:44] [world] The Player <xcpc> has collected WATER BUCKET at X= -273, Y= 9, Z= 225
[2024-03-29 23:36:17] [world] The Player <xcpc> has collected WATER BUCKET at X= -274, Y= 9, Z= 226
[2024-03-29 23:36:32] [world] The Player <xcpc> has collected WATER BUCKET at X= -277, Y= 10, Z= 228
[2024-03-29 23:37:35] [world] The Player <xcpc> has collected WATER BUCKET at X= -258, Y= 1, Z= 248
