[2024-03-20 19:10:08] [world] The Player <NezukoChan> has placed WOOL at X= -10243, Y= 64, Z= 4090
[2024-03-20 19:39:01] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1358, Y= 66, Z= -218
[2024-03-20 19:39:01] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1357, Y= 66, Z= -218
[2024-03-20 19:39:01] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1356, Y= 66, Z= -218
[2024-03-20 19:39:01] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1355, Y= 66, Z= -218
[2024-03-20 19:39:06] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1362, Y= 66, Z= -219
[2024-03-20 19:39:06] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1361, Y= 66, Z= -219
[2024-03-20 19:39:07] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1360, Y= 66, Z= -219
[2024-03-20 19:39:07] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1359, Y= 66, Z= -219
[2024-03-20 19:39:07] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1358, Y= 66, Z= -219
[2024-03-20 19:39:07] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1357, Y= 66, Z= -219
[2024-03-20 19:39:08] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1356, Y= 66, Z= -219
[2024-03-20 19:39:08] [world] The Player <qwerty> has placed SUGAR_CANE_BLOCK at X= -1355, Y= 66, Z= -219
[2024-03-20 19:40:25] [world] The Player <I_am_amazing> has placed COBBLESTONE at X= -1355, Y= 62, Z= -262
[2024-03-20 19:40:31] [world] The Player <I_am_amazing> has placed IRON_ORE at X= -1355, Y= 62, Z= -261
[2024-03-20 19:40:31] [world] The Player <I_am_amazing> has placed IRON_ORE at X= -1356, Y= 62, Z= -261
[2024-03-20 19:41:25] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1355, Y= 62, Z= -261
[2024-03-20 19:41:26] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1356, Y= 62, Z= -261
[2024-03-20 19:41:35] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1355, Y= 62, Z= -262
[2024-03-20 19:41:36] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1356, Y= 62, Z= -262
[2024-03-20 19:41:37] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1354, Y= 62, Z= -262
[2024-03-20 19:41:38] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1354, Y= 63, Z= -262
[2024-03-20 19:41:42] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1353, Y= 62, Z= -262
[2024-03-20 19:41:55] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1354, Y= 62, Z= -261
[2024-03-20 19:41:58] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1353, Y= 62, Z= -261
[2024-03-20 19:41:59] [world] The Player <NezukoChan> has placed EMERALD_ORE at X= -10193, Y= 11, Z= 3804
[2024-03-20 19:41:59] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1356, Y= 62, Z= -260
[2024-03-20 19:42:00] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1355, Y= 62, Z= -260
[2024-03-20 19:42:01] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1354, Y= 62, Z= -260
[2024-03-20 19:42:01] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1353, Y= 62, Z= -260
[2024-03-20 19:42:04] [world] The Player <NezukoChan> has placed ENDER_CHEST at X= -10195, Y= 11, Z= 3804
[2024-03-20 19:42:14] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1357, Y= 62, Z= -260
[2024-03-20 19:42:21] [world] The Player <Brycethelegend> has placed QUARTZ_BLOCK at X= -1357, Y= 62, Z= -262
[2024-03-20 19:43:18] [world] The Player <NezukoChan> has placed STONE at X= -10185, Y= 10, Z= 3803
[2024-03-20 19:43:26] [world] The Player <NezukoChan> has placed STONE at X= -10183, Y= 10, Z= 3802
[2024-03-20 19:43:27] [world] The Player <NezukoChan> has placed STONE at X= -10182, Y= 10, Z= 3802
[2024-03-20 19:43:28] [world] The Player <NezukoChan> has placed STONE at X= -10182, Y= 10, Z= 3803
[2024-03-20 19:43:30] [world] The Player <NezukoChan> has placed STONE at X= -10182, Y= 10, Z= 3801
[2024-03-20 19:43:30] [world] The Player <NezukoChan> has placed STONE at X= -10183, Y= 10, Z= 3801
[2024-03-20 19:43:31] [world] The Player <NezukoChan> has placed STONE at X= -10184, Y= 10, Z= 3801
[2024-03-20 19:44:07] [world] The Player <NezukoChan> has placed STONE at X= -10182, Y= 8, Z= 3802
[2024-03-20 19:44:07] [world] The Player <NezukoChan> has placed STONE at X= -10182, Y= 9, Z= 3802
[2024-03-20 19:44:08] [world] The Player <NezukoChan> has placed STONE at X= -10182, Y= 10, Z= 3802
[2024-03-20 19:44:31] [world] The Player <hexa> has placed HOPPER at X= -2542, Y= 62, Z= 556
[2024-03-20 19:44:33] [world] The Player <Tester> has placed COBBLESTONE at X= -10188, Y= 9, Z= 3799
[2024-03-20 19:44:40] [world] The Player <Tester> has placed TORCH at X= -10186, Y= 11, Z= 3796
[2024-03-20 19:44:41] [world] The Player <Tester> has placed TORCH at X= -10186, Y= 11, Z= 3790
[2024-03-20 19:45:15] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 58, Z= 17
[2024-03-20 19:45:16] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 59, Z= 17
[2024-03-20 19:45:16] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 60, Z= 17
[2024-03-20 19:45:17] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 61, Z= 17
[2024-03-20 19:45:17] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 62, Z= 17
[2024-03-20 19:45:19] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 63, Z= 17
[2024-03-20 19:45:19] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 64, Z= 17
[2024-03-20 19:45:20] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 65, Z= 17
[2024-03-20 19:45:20] [world_the_end] The Player <theproman3387> has placed SANDSTONE at X= -38, Y= 66, Z= 17
[2024-03-20 19:45:25] [world_the_end] The Player <theproman3387> has placed DIRT at X= -38, Y= 67, Z= 17
[2024-03-20 19:45:26] [world_the_end] The Player <theproman3387> has placed DIRT at X= -38, Y= 68, Z= 17
[2024-03-20 19:45:32] [world] The Player <Tester> has placed TORCH at X= -10183, Y= 12, Z= 3786
[2024-03-20 19:46:37] [world] The Player <Tester> has placed COBBLESTONE at X= -10181, Y= 8, Z= 3808
[2024-03-20 19:46:37] [world] The Player <Tester> has placed COBBLESTONE at X= -10181, Y= 9, Z= 3808
[2024-03-20 19:46:37] [world] The Player <Tester> has placed COBBLESTONE at X= -10181, Y= 10, Z= 3808
[2024-03-20 19:46:45] [world] The Player <Tester> has placed TORCH at X= -10173, Y= 11, Z= 3796
[2024-03-20 19:46:46] [world] The Player <Tester> has placed TORCH at X= -10168, Y= 12, Z= 3792
[2024-03-20 19:46:47] [world] The Player <Tester> has placed TORCH at X= -10164, Y= 12, Z= 3798
[2024-03-20 19:46:49] [world] The Player <Tester> has placed TORCH at X= -10158, Y= 14, Z= 3804
[2024-03-20 19:47:06] [world] The Player <Tester> has placed TORCH at X= -10180, Y= 11, Z= 3805
[2024-03-20 19:47:26] [world] The Player <Tester> has placed TORCH at X= -10186, Y= 11, Z= 3817
[2024-03-20 19:47:32] [world] The Player <Tester> has placed TORCH at X= -10174, Y= 12, Z= 3815
[2024-03-20 19:47:44] [world] The Player <Tester> has placed TORCH at X= -10173, Y= 12, Z= 3815
[2024-03-20 19:47:59] [world] The Player <Brycethelegend> has placed LOG at X= -608, Y= 65, Z= 333
[2024-03-20 19:48:29] [world] The Player <Brycethelegend> has placed STONE at X= -611, Y= 63, Z= 333
[2024-03-20 19:48:38] [world] The Player <Brycethelegend> has placed STONE at X= -612, Y= 63, Z= 328
[2024-03-20 19:48:45] [world] The Player <Brycethelegend> has placed STONE at X= -611, Y= 63, Z= 324
[2024-03-20 19:48:47] [world] The Player <Brycethelegend> has placed STONE at X= -612, Y= 64, Z= 328
[2024-03-20 19:48:49] [world] The Player <Tester> has placed TORCH at X= -10186, Y= 13, Z= 3809
[2024-03-20 19:48:55] [world] The Player <Brycethelegend> has placed TORCH at X= -612, Y= 65, Z= 328
[2024-03-20 19:48:57] [world] The Player <Brycethelegend> has placed TORCH at X= -611, Y= 65, Z= 335
[2024-03-20 19:49:54] [world] The Player <I_am_amazing> has placed TORCH at X= -1361, Y= 9, Z= -339
[2024-03-20 19:50:58] [world] The Player <I_am_amazing> has placed TORCH at X= -1376, Y= 8, Z= -339
[2024-03-20 19:51:16] [world] The Player <Tester> has placed TORCH at X= -10180, Y= 15, Z= 3814
[2024-03-20 19:51:37] [world] The Player <I_am_amazing> has placed TORCH at X= -1388, Y= 8, Z= -339
[2024-03-20 19:52:12] [world] The Player <I_am_amazing> has placed TORCH at X= -1400, Y= 8, Z= -339
[2024-03-20 19:53:45] [world] The Player <I_am_amazing> has placed TORCH at X= -1413, Y= 8, Z= -339
[2024-03-20 19:54:00] [world] The Player <I_am_amazing> has placed TORCH at X= -1426, Y= 8, Z= -339
[2024-03-20 19:54:41] [world] The Player <I_am_amazing> has placed LAPIS_ORE at X= -1422, Y= 7, Z= -339
[2024-03-20 19:54:52] [world] The Player <hexa> has placed WATER_LILY at X= -2534, Y= 63, Z= 558
[2024-03-20 19:54:53] [world] The Player <hexa> has placed WATER_LILY at X= -2534, Y= 63, Z= 559
[2024-03-20 19:54:54] [world] The Player <hexa> has placed WATER_LILY at X= -2535, Y= 63, Z= 560
[2024-03-20 19:54:55] [world] The Player <hexa> has placed WATER_LILY at X= -2534, Y= 63, Z= 560
[2024-03-20 19:54:57] [world] The Player <hexa> has placed WATER_LILY at X= -2535, Y= 63, Z= 561
[2024-03-20 19:54:57] [world] The Player <hexa> has placed WATER_LILY at X= -2535, Y= 63, Z= 562
[2024-03-20 19:55:32] [world] The Player <I_am_amazing> has placed TORCH at X= -1438, Y= 8, Z= -339
[2024-03-20 19:56:12] [world] The Player <qwerty> has placed CHEST at X= -632, Y= 63, Z= -809
[2024-03-20 19:56:37] [world] The Player <qwerty> has placed DIRT at X= -638, Y= 63, Z= -807
[2024-03-20 19:56:38] [world] The Player <qwerty> has placed DIRT at X= -638, Y= 64, Z= -807
[2024-03-20 19:58:17] [world] The Player <hexa> has placed STONE at X= -2551, Y= 63, Z= 561
[2024-03-20 19:58:21] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -48, Y= 37, Z= -13
[2024-03-20 19:58:22] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 37, Z= -13
[2024-03-20 19:58:23] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 37, Z= -13
[2024-03-20 19:58:25] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -51, Y= 37, Z= -14
[2024-03-20 19:58:26] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -51, Y= 37, Z= -16
[2024-03-20 19:58:27] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -51, Y= 37, Z= -15
[2024-03-20 19:58:27] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 37, Z= -15
[2024-03-20 19:58:28] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 37, Z= -14
[2024-03-20 19:58:30] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -46, Y= 37, Z= -14
[2024-03-20 19:58:31] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -47, Y= 37, Z= -14
[2024-03-20 19:58:31] [world] The Player <qwerty> has placed DIRT at X= -638, Y= 63, Z= -807
[2024-03-20 19:58:31] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -48, Y= 37, Z= -14
[2024-03-20 19:58:32] [world] The Player <Corner1> has placed ENCHANTMENT_TABLE at X= -577, Y= 69, Z= 217
[2024-03-20 19:58:32] [world] The Player <qwerty> has placed DIRT at X= -638, Y= 64, Z= -807
[2024-03-20 19:58:34] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 37, Z= -14
[2024-03-20 19:58:35] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 37, Z= -15
[2024-03-20 19:58:35] [world] The Player <Corner1> has placed PISTON_BASE at X= -577, Y= 69, Z= 218
[2024-03-20 19:58:37] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -52, Y= 37, Z= -16
[2024-03-20 19:58:37] [world] The Player <Corner1> has placed PISTON_BASE at X= -577, Y= 69, Z= 218
[2024-03-20 19:58:38] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 37, Z= -16
[2024-03-20 19:58:40] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 36, Z= -16
[2024-03-20 19:58:41] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 37, Z= -16
[2024-03-20 19:58:42] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 36, Z= -17
[2024-03-20 19:58:43] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 37, Z= -17
[2024-03-20 19:58:45] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -53, Y= 37, Z= -17
[2024-03-20 19:58:46] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -52, Y= 37, Z= -17
[2024-03-20 19:58:46] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -51, Y= 37, Z= -17
[2024-03-20 19:58:48] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -54, Y= 37, Z= -18
[2024-03-20 19:58:48] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -53, Y= 37, Z= -18
[2024-03-20 19:58:49] [world] The Player <Corner1> has placed LEVER at X= -577, Y= 69, Z= 219
[2024-03-20 19:58:49] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -52, Y= 37, Z= -18
[2024-03-20 19:58:51] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -51, Y= 37, Z= -18
[2024-03-20 19:58:51] [world] The Player <Corner1> has placed LEVER at X= -578, Y= 69, Z= 218
[2024-03-20 19:58:52] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 36, Z= -18
[2024-03-20 19:58:52] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 37, Z= -18
[2024-03-20 19:58:54] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 37, Z= -17
[2024-03-20 19:58:54] [world] The Player <Corner1> has placed LEVER at X= -578, Y= 69, Z= 218
[2024-03-20 19:59:25] [world] The Player <Corner1> has placed PACKED_ICE at X= -577, Y= 69, Z= 217
[2024-03-20 19:59:28] [world] The Player <Corner1> has placed LEVER at X= -578, Y= 69, Z= 218
[2024-03-20 19:59:44] [world] The Player <Corner1> has placed PACKED_ICE at X= -578, Y= 69, Z= 218
[2024-03-20 19:59:45] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -5
[2024-03-20 19:59:45] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -6
[2024-03-20 19:59:46] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -7
[2024-03-20 19:59:47] [world] The Player <Corner1> has placed PISTON_BASE at X= -578, Y= 69, Z= 219
[2024-03-20 19:59:47] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -8
[2024-03-20 19:59:48] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -9
[2024-03-20 19:59:49] [world] The Player <Corner1> has placed LEVER at X= -578, Y= 69, Z= 220
[2024-03-20 19:59:49] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -54, Y= 38, Z= -10
[2024-03-20 19:59:55] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -10
[2024-03-20 19:59:56] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -11
[2024-03-20 19:59:58] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -12
[2024-03-20 19:59:59] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -13
[2024-03-20 20:00:00] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -14
[2024-03-20 20:00:03] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -15
[2024-03-20 20:00:04] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -16
[2024-03-20 20:00:05] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -17
[2024-03-20 20:00:06] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -55, Y= 38, Z= -18
[2024-03-20 20:00:08] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -54, Y= 38, Z= -18
[2024-03-20 20:00:09] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -53, Y= 38, Z= -18
[2024-03-20 20:00:10] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -52, Y= 38, Z= -18
[2024-03-20 20:00:11] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -51, Y= 38, Z= -18
[2024-03-20 20:00:13] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -50, Y= 38, Z= -18
[2024-03-20 20:00:14] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 38, Z= -17
[2024-03-20 20:00:16] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 38, Z= -16
[2024-03-20 20:00:18] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 38, Z= -15
[2024-03-20 20:00:20] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -49, Y= 38, Z= -14
[2024-03-20 20:00:37] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -48, Y= 38, Z= -14
[2024-03-20 20:00:38] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -47, Y= 38, Z= -14
[2024-03-20 20:01:02] [world] The Player <Tester> has placed ENDER_CHEST at X= -557, Y= 89, Z= 268
[2024-03-20 20:01:07] [world_the_end] The Player <theproman3387> has placed ENDER_STONE at X= -46, Y= 38, Z= -14
