[2024-04-01 13:58:33] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:40] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:41] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:42] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:42] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:45] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:45] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:58:47] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-04-01 13:58:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:53] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:58:53] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:06] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:06] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:08] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:09] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:09] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:09] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:12] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:12] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:12] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:14] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-04-01 13:59:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 13:59:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 13:59:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 13:59:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 13:59:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:19] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 13:59:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 13:59:24] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-04-01 13:59:25] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-04-01 15:00:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:45] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:45] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:47] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:47] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:53] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:53] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:54] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:55] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:57] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 37, Z= 4030
[2024-04-01 15:00:58] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:00:59] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:00] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:00] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:00] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:00] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:01] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:01] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:02] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:02] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:02] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:03] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:03] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:03] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:03] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:04] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:04] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:05] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:05] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-04-01 15:01:05] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:06] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:06] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 15:01:06] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 15:01:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 15:01:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 15:01:08] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 15:01:08] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 15:01:08] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 15:01:08] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 15:01:09] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:10] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:10] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 15:01:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-04-01 15:01:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10300, Y= 37, Z= 4031
[2024-04-01 15:01:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-04-01 15:01:12] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:12] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-04-01 15:01:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
