[2024-03-26 23:00:13] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Skeleton at X= -10266, Y= 64, Z= 4098
[2024-03-26 23:23:06] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -574, Y= 68, Z= 286
[2024-03-26 23:23:06] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -575, Y= 68, Z= 287
[2024-03-26 23:23:07] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -576, Y= 68, Z= 287
[2024-03-26 23:23:07] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -577, Y= 68, Z= 286
[2024-03-26 23:24:30] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -575, Y= 68, Z= 285
[2024-03-26 23:24:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -574, Y= 68, Z= 285
[2024-03-26 23:24:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -572, Y= 68, Z= 285
[2024-03-26 23:24:59] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -574, Y= 68, Z= 265
[2024-03-26 23:51:22] [world_nether] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Tester Slime at X= -1266, Y= 50, Z= 508
[2024-03-27 00:01:45] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Spider at X= -607, Y= 64, Z= 354
[2024-03-27 02:44:13] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -610, Y= 69, Z= 257
[2024-03-27 03:10:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4100
[2024-03-27 03:10:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9956, Y= 28, Z= 4100
[2024-03-27 03:10:53] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9961, Y= 28, Z= 4101
[2024-03-27 03:11:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4102
[2024-03-27 03:12:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9959, Y= 28, Z= 4101
[2024-03-27 03:12:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9958, Y= 28, Z= 4102
[2024-03-27 03:12:37] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= -9957, Y= 28, Z= 4101
[2024-03-27 12:14:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Spider at X= -10235, Y= 64, Z= 4085
