[2024-03-25 20:25:53] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:34:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:44] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:45] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:46] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:47] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:51] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:34:54] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:34:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:34:56] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:11] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:13] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:14] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:15] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:35:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:22] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:22] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:22] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:24] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:35:24] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:16] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:17] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:18] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:19] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:20] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:21] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:22] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:24] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:24] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:25] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:25] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:37:27] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:37:28] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:40:48] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:40:49] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:40:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 20:40:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-25 20:40:52] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-25 22:33:25] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Marshtomp17 at X= -582, Y= 79, Z= 257
[2024-03-25 22:35:12] [world_the_end] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Chicken at X= 102, Y= 49, Z= 1
[2024-03-25 22:39:12] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Chicken at X= -581, Y= 69, Z= 305
[2024-03-25 22:39:27] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -579, Y= 68, Z= 282
[2024-03-25 22:42:03] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -572, Y= 68, Z= 285
[2024-03-25 22:42:04] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -569, Y= 68, Z= 286
[2024-03-25 22:42:04] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -570, Y= 68, Z= 287
[2024-03-25 22:42:36] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -575, Y= 68, Z= 285
[2024-03-25 22:42:39] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -579, Y= 68, Z= 286
[2024-03-25 22:45:39] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain NezukoChan at X= -10160, Y= 63, Z= 4117
[2024-03-25 22:49:10] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Sheep at X= -10193, Y= 63, Z= 4090
[2024-03-25 23:59:01] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= 9999, Y= 69, Z= -9904
[2024-03-26 00:36:44] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Rabbit at X= 1000070, Y= 64, Z= 999904
[2024-03-26 00:40:32] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48388
[2024-03-26 00:40:34] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48387
[2024-03-26 00:40:35] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48387
[2024-03-26 00:40:35] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48386
[2024-03-26 00:40:37] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48385
[2024-03-26 00:40:39] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48384
[2024-03-26 00:40:53] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48386
[2024-03-26 00:41:23] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48388
[2024-03-26 00:41:25] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48389
[2024-03-26 00:42:00] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48385
[2024-03-26 00:42:04] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48385
[2024-03-26 00:42:05] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48384
[2024-03-26 00:42:09] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48383
[2024-03-26 00:42:11] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48388
[2024-03-26 00:45:14] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48389
[2024-03-26 00:45:15] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48386
[2024-03-26 00:45:16] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48385
[2024-03-26 00:45:16] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48385
[2024-03-26 00:45:25] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 24, Z= 48383
[2024-03-26 00:45:39] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48384
[2024-03-26 00:45:42] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48387
[2024-03-26 21:03:12] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:13] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:13] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:13] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:14] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:14] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-26 21:03:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 37, Z= 4031
[2024-03-26 21:03:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-26 21:03:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-26 21:03:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-26 21:03:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-26 21:03:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-26 21:03:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-26 21:03:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-26 21:03:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-26 21:03:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-26 21:03:21] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-26 21:03:21] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-26 21:03:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-26 21:37:43] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Pig at X= -565, Y= 68, Z= 259
[2024-03-26 21:37:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Pig at X= -555, Y= 68, Z= 266
[2024-03-26 21:38:07] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Witch at X= -564, Y= 63, Z= 298
[2024-03-26 21:51:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Spider at X= -613, Y= 68, Z= 367
[2024-03-26 22:22:38] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Skeleton at X= -10242, Y= 65, Z= 4073
[2024-03-26 22:23:14] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Witch at X= -10318, Y= 64, Z= 4097
[2024-03-26 22:23:50] [world] [e8de36e0-d4b2-315e-8c5d-b2baec5db3bf] The Player <GolemDaWanderer> has slain Rabbit at X= -10421, Y= 73, Z= 4131
[2024-03-26 22:38:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Spider at X= -611, Y= 68, Z= 301
[2024-03-26 22:38:30] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Pig at X= -10296, Y= 75, Z= 4148
